Gene name,Gene ID,Expression level
ZK384.7,WBGene00269383,0
B0462.4,WBGene00007183,0
fbxa-211,WBGene00012566,0
srx-18,WBGene00005909,0
F31E9.3,WBGene00009296,0
F40D4.16,WBGene00194681,0
nhr-116,WBGene00003706,0
immt-2,WBGene00012315,0
oac-53,WBGene00012308,0
Y70C5A.2,WBGene00013490,0
Y70C5A.3,WBGene00050904,0
srr-3,WBGene00005654,0
nhr-54,WBGene00003644,0
srh-142,WBGene00005359,0
str-15,WBGene00006083,0
F13A7.11,WBGene00008726,0
F13A7.1,WBGene00008724,0
srh-98,WBGene00005317,0
nhr-63,WBGene00003653,0
nhr-213,WBGene00011520,0
cgt-1,WBGene00011517,0
F54B8.4,WBGene00010019,0
nhr-283,WBGene00010186,0
str-8,WBGene00006076,0
nhr-197,WBGene00010602,0
nhr-196,WBGene00010600,0
nhr-52,WBGene00003642,0
nhr-51,WBGene00003641,0
T06E6.10,WBGene00011540,0
T10H4.13,WBGene00045339,0
M01B2.12,WBGene00045337,0
cyp-34A3,WBGene00008055,0
F02D8.1,WBGene00008520,0
kcnl-4,WBGene00008265,0
F08H9.3,WBGene00008591,0
F56A12.10,WBGene00219242,0
F14D7.6,WBGene00008793,0
F14D7.12,WBGene00045331,0
F14D7.5,WBGene00008792,0
D1086.5,WBGene00008392,0
D1086.17,WBGene00045355,0
end-3,WBGene00001311,0
droe-4,WBGene00010262,0
stdh-3,WBGene00007364,0
srx-137,WBGene00006028,0
F20G2.6,WBGene00008989,0
H37A05.4,WBGene00044200,0
H37A05.2,WBGene00010426,0
C50B8.4,WBGene00008226,0
T10G3.4,WBGene00011695,0
srd-19,WBGene00005097,0
srd-18,WBGene00005096,0
srv-9,WBGene00005720,0
srv-8,WBGene00005719,0
nhr-168,WBGene00008221,0
C34D1.4,WBGene00007931,0
odr-3,WBGene00003850,0
dmd-10,WBGene00007929,0
F57B1.6,WBGene00010189,0
clec-41,WBGene00007153,0
W07G4.1,WBGene00012335,0
shw-3,WBGene00004793,0
ttr-29,WBGene00011286,0
C44H9.4,WBGene00008099,0
ugt-18,WBGene00013900,0
gpa-13,WBGene00001675,0
C15C8.8,WBGene00045460,0
C15C8.6,WBGene00007608,0
cky-1,WBGene00000521,0
xbx-9,WBGene00007604,0
R11D1.12,WBGene00045336,0
C14C10.1,WBGene00007584,0
E02A10.4,WBGene00008454,0
K01D12.7,WBGene00010466,0
K01D12.15,WBGene00010474,0
C27A7.1,WBGene00007753,0
R07B7.6,WBGene00011090,0
F55A11.7,WBGene00010080,0
tre-3,WBGene00006609,0
zip-10,WBGene00012101,0
srx-89,WBGene00005980,0
F38B7.11,WBGene00189933,0
F38B7.10,WBGene00077536,0
T03F7.6,WBGene00011403,0
gpa-1,WBGene00001663,0
folt-1,WBGene00007388,0
glb-3,WBGene00007389,0
C45B11.2,WBGene00008105,0
C13G3.1,WBGene00007553,0
F17C11.6,WBGene00008917,0
F17C11.12,WBGene00008923,0
scvp-1,WBGene00010237,0
F58B4.3,WBGene00010236,0
F58B4.12,WBGene00219982,0
F58B4.6,WBGene00010239,0
F58B4.2,WBGene00010235,0
nrx-1,WBGene00007799,0
kvs-2,WBGene00007862,0
K07C5.9,WBGene00010632,0
B0024.15,WBGene00007104,0
nhr-232,WBGene00012494,0
fipr-5,WBGene00044174,0
srsx-29,WBGene00008250,0
srsx-28,WBGene00008249,0
srsx-27,WBGene00008248,0
srsx-26,WBGene00008247,0
ugt-47,WBGene00011006,0
srd-49,WBGene00005127,0
K08H10.14,WBGene00195600,0
sdz-31,WBGene00011704,0
sru-8,WBGene00005671,0
F46B6.9,WBGene00009774,0
F36D4.4,WBGene00018089,0
gpa-3,WBGene00001665,0
ttr-49,WBGene00023485,0
ttr-40,WBGene00017091,0
nhr-39,WBGene00018404,0
nhr-36,WBGene00017198,0
B0222.5,WBGene00015056,0
B0222.1,WBGene00015053,0
F21C10.13,WBGene00195086,0
hsp-16.49,WBGene00002020,0
T27E4.7,WBGene00020865,0
C25E10.16,WBGene00202512,0
C25E10.11,WBGene00016100,0
C25E10.10,WBGene00016099,0
swm-1,WBGene00023417,0
C25E10.8,WBGene00016097,0
C25E10.5,WBGene00016095,0
nhr-195,WBGene00019115,0
B0507.6,WBGene00015223,0
F41E6.7,WBGene00018288,0
tag-196,WBGene00007055,0
ZK994.6,WBGene00022842,0
pho-6,WBGene00018696,0
F20D6.8,WBGene00017637,0
F20D6.5,WBGene00017635,0
sul-2,WBGene00006309,0
D1014.2,WBGene00017015,0
srsx-5,WBGene00022404,0
srsx-6,WBGene00022405,0
flp-21,WBGene00001464,0
C12D5.3,WBGene00015706,0
C12D5.4,WBGene00015707,0
srh-200,WBGene00005411,0
C50E3.6,WBGene00016817,0
C54F6.3,WBGene00016921,0
srbc-11,WBGene00015958,0
srh-125,WBGene00005342,0
fkb-3,WBGene00001428,0
F09G2.8,WBGene00017316,0
F20A1.10,WBGene00017621,0
F20A1.4,WBGene00017616,0
srsx-32,WBGene00017615,0
nhr-42,WBGene00003632,0
nhr-107,WBGene00003697,0
nhr-161,WBGene00016364,0
sre-12,WBGene00020333,0
dmsr-13,WBGene00020524,0
dmsr-16,WBGene00194821,0
T25F10.3,WBGene00020806,0
W01A11.1,WBGene00020909,0
dgtr-1,WBGene00020910,0
T05H4.15,WBGene00020276,0
T28C12.6,WBGene00020893,0
cest-24,WBGene00020891,0
srn-1,WBGene00005640,0
spe-49,WBGene00019667,0
exp-2,WBGene00001374,0
Y38A10A.11,WBGene00219449,0
srsx-17,WBGene00019032,0
C04E6.4,WBGene00015421,0
srd-15,WBGene00005093,0
C04E6.5,WBGene00015422,0
C04E6.8,WBGene00015424,0
C02G6.3,WBGene00044803,0
F26F12.4,WBGene00017835,0
pgph-2,WBGene00018424,0
pgph-3,WBGene00016892,0
K09H11.6,WBGene00019603,0
hex-2,WBGene00015767,0
glb-5,WBGene00015964,0
ugt-48,WBGene00015965,0
srd-9,WBGene00005087,0
T09D3.3,WBGene00020384,0
srg-25,WBGene00005182,0
B0238.12,WBGene00015076,0
srt-69,WBGene00015072,0
srt-70,WBGene00015070,0
srt-67,WBGene00015069,0
srt-65,WBGene00015368,0
srt-64,WBGene00015367,0
srh-129,WBGene00005346,0
F14F9.3,WBGene00017466,0
C04F5.2,WBGene00015444,0
K11D12.7,WBGene00019647,0
srr-4,WBGene00005655,0
srd-33,WBGene00005111,0
R02F11.2,WBGene00019840,0
rft-1,WBGene00044637,0
F13A2.2,WBGene00017411,0
F13A2.1,WBGene00017410,0
F13A2.14,WBGene00269436,0
F32D1.7,WBGene00017986,0
mcm-7,WBGene00003159,0
D2063.1,WBGene00017060,0
nhr-125,WBGene00003715,0
R02D1.2,WBGene00235310,0
ZC132.9,WBGene00022527,0
ZC132.8,WBGene00022526,0
srh-192,WBGene00005405,0
ZC132.3,WBGene00022522,0
ZC132.11,WBGene00269432,0
nhr-57,WBGene00003647,0
D1065.2,WBGene00023264,0
phat-3,WBGene00016782,0
irg-2,WBGene00016783,0
C49G7.12,WBGene00077593,0
K09D9.1,WBGene00019564,0
cyp-34A8,WBGene00015043,0
nhr-124,WBGene00003714,0
nhr-158,WBGene00015901,0
nhr-157,WBGene00015900,0
nhr-188,WBGene00018544,0
nhr-186,WBGene00018541,0
R08F11.4,WBGene00019968,0
R08F11.1,WBGene00019965,0
cysl-3,WBGene00019962,0
Y39H10B.2,WBGene00044527,0
str-113,WBGene00006164,0
str-114,WBGene00006165,0
F59B1.10,WBGene00019101,0
F59B1.4,WBGene00019098,0
srh-212,WBGene00005422,0
nhr-222,WBGene00020750,0
T24A6.7,WBGene00020747,0
Y73C8B.1,WBGene00022258,0
srt-72,WBGene00016478,0
srab-11,WBGene00016477,0
srab-10,WBGene00016476,0
irld-3,WBGene00017175,0
tat-6,WBGene00017174,0
C50H11.8,WBGene00016855,0
chpf-2,WBGene00019108,0
srh-88,WBGene00005309,0
srh-38,WBGene00005261,0
F54E2.2,WBGene00018824,0
srj-17,WBGene00005605,0
srj-18,WBGene00005606,0
acr-17,WBGene00000056,0
gst-10,WBGene00001758,0
irld-15,WBGene00021232,0
nhr-226,WBGene00020850,0
nhr-225,WBGene00020849,0
fbxa-137,WBGene00020853,0
cyp-33C5,WBGene00018261,0
cyp-33C2,WBGene00016697,0
comt-5,WBGene00021492,0
tnt-4,WBGene00006589,0
irld-11,WBGene00019391,0
nhr-238,WBGene00021611,0
nhr-237,WBGene00021610,0
nhr-117,WBGene00003707,0
srbc-41,WBGene00017511,0
nhr-177,WBGene00017503,0
nhr-178,WBGene00017510,0
F16B4.2,WBGene00017504,0
C38C3.6,WBGene00016514,0
Y50D4B.1,WBGene00021740,0
flp-34,WBGene00019975,0
nas-32,WBGene00003550,0
srg-53,WBGene00005210,0
T02B11.8,WBGene00044776,0
nhr-270,WBGene00020062,0
srbc-40,WBGene00019242,0
cyp-33C11,WBGene00021710,0
nhr-180,WBGene00017961,0
T01G6.10,WBGene00020154,0
T01G6.1,WBGene00020151,0
nhr-130,WBGene00003720,0
nhr-203,WBGene00019743,0
nhr-253,WBGene00022639,0
nhr-254,WBGene00022640,0
cfap-36,WBGene00022435,0
W03F9.9,WBGene00021003,0
ttm-5,WBGene00013197,0
fbxb-69,WBGene00008613,0
F09C3.2,WBGene00008610,0
C49A1.1,WBGene00008184,0
fbxb-93,WBGene00013408,0
ins-24,WBGene00002107,0
ZC334.12,WBGene00045396,0
W04A4.6,WBGene00012235,0
ZK1053.2,WBGene00014197,0
Y26D4A.5,WBGene00012503,0
ptr-17,WBGene00004231,0
T06G6.4,WBGene00011546,0
T06G6.3,WBGene00011545,0
F33E2.5,WBGene00009361,0
W02D9.9,WBGene00012215,0
Y53C10A.1,WBGene00014915,0
scrm-4,WBGene00008681,0
kpc-1,WBGene00002232,0
spe-9,WBGene00004963,0
F32B4.1,WBGene00009312,0
C27C7.1,WBGene00007766,0
F36D1.6,WBGene00009465,0
F46A8.8,WBGene00009751,0
F49D11.2,WBGene00018626,0
F49D11.11,WBGene00194698,0
F49D11.3,WBGene00018627,0
srt-62,WBGene00020857,0
fbxa-125,WBGene00015229,0
Y106G6H.13,WBGene00013723,0
lin-11,WBGene00003000,0
nas-5,WBGene00003524,0
C04F12.1,WBGene00007297,0
slc-36.4,WBGene00010421,0
acr-19,WBGene00000058,0
F53B6.4,WBGene00009959,0
trt-1,WBGene00006618,0
K07A12.8,WBGene00086557,0
mrt-1,WBGene00045237,0
flp-22,WBGene00009562,0
zhp-2,WBGene00008387,0
D1081.4,WBGene00008382,0
ser-5,WBGene00008890,0
tba-5,WBGene00006531,0
cyp-36A1,WBGene00007913,0
T28B8.6,WBGene00044122,0
ins-18,WBGene00002101,0
H05L14.3,WBGene00271605,0
F55D12.5,WBGene00010113,0
suro-1,WBGene00011235,0
prg-1,WBGene00004178,0
F52A8.3,WBGene00009916,0
wago-1,WBGene00011061,0
W01A8.7,WBGene00044764,0
C30F12.4,WBGene00016263,0
C48B6.9,WBGene00016745,0
mec-6,WBGene00003170,0
K06A5.3,WBGene00019431,0
K04F10.2,WBGene00019395,0
T05E7.4,WBGene00020260,0
dhhc-11,WBGene00020694,0
F46F11.7,WBGene00018510,0
cey-2,WBGene00000473,0
cpd-1,WBGene00019074,0
F27C1.13,WBGene00017860,0
F27C1.11,WBGene00017858,0
C24A11.2,WBGene00016041,0
aman-3,WBGene00018594,0
fbxa-145,WBGene00018595,0
C01G8.1,WBGene00015312,0
B0261.7,WBGene00015095,0
spd-5,WBGene00004955,0
C30F8.3,WBGene00016259,0
paf-1,WBGene00003906,0
enu-3.3,WBGene00021015,0
clec-90,WBGene00019009,0
gnrr-1,WBGene00018798,0
viln-1,WBGene00015691,0
ugt-26,WBGene00015695,0
W09C3.3,WBGene00021111,0
D1007.3,WBGene00017001,0
pqn-24,WBGene00004113,0
zig-9,WBGene00022474,0
T01A4.9,WBGene00271778,0
C41D11.6,WBGene00016565,0
C50F2.5,WBGene00016839,0
msh-2,WBGene00003418,0
Y47G6A.32,WBGene00044437,0
Y47G6A.25,WBGene00021649,0
W01B11.1,WBGene00020913,0
dscc-1,WBGene00019595,0
mod-5,WBGene00003387,0
W10C8.4,WBGene00021127,0
cars-2,WBGene00000801,0
Y23H5B.10,WBGene00045093,0
Y48G8AR.3,WBGene00021694,0
Y48G8AR.2,WBGene00021693,0
ceh-9,WBGene00000434,0
col-45,WBGene00000622,0
H11L12.1,WBGene00019189,0
T23E7.2,WBGene00020732,0
F10D7.1,WBGene00017338,0
T20F7.5,WBGene00020632,0
linc-144,WBGene00219693,0
pat-9,WBGene00003933,0
F38E9.1,WBGene00018184,0
nas-39,WBGene00003555,0
W10G6.6,WBGene00219300,0
C30F2.2,WBGene00007816,0
C09G1.3,WBGene00007485,0
C09G1.2,WBGene00007484,0
npr-33,WBGene00009278,0
Y7A5A.7,WBGene00012413,0
Y7A5A.6,WBGene00012412,0
Y7A5A.3,WBGene00012409,0
K09E9.7,WBGene00194664,0
F46F2.5,WBGene00009789,0
T10B10.8,WBGene00011684,0
flr-4,WBGene00001468,0
iglr-1,WBGene00008977,0
arl-7,WBGene00000191,0
Y70D2A.1,WBGene00013496,0
Y70D2A.5,WBGene00197185,0
acd-3,WBGene00007775,0
F33C8.2,WBGene00009357,0
C26G2.2,WBGene00007751,0
syg-2,WBGene00007750,0
H01A20.4,WBGene00200756,0
fbxa-81,WBGene00011983,0
ztf-14,WBGene00010936,0
F23D12.1,WBGene00009085,0
C11H1.9,WBGene00023500,0
E02H4.5,WBGene00008463,0
F28H6.8,WBGene00044137,0
F28H6.7,WBGene00009235,0
sra-39,WBGene00005065,0
sra-37,WBGene00005063,0
ZK1086.2,WBGene00014216,0
K11E4.2,WBGene00010774,0
K02D3.2,WBGene00010505,0
K02D3.1,WBGene00010504,0
nlg-1,WBGene00006412,0
Y12A6A.1,WBGene00012439,0
F54B11.11,WBGene00010034,0
odr-1,WBGene00003848,0
F18H3.4,WBGene00008940,0
F02C12.1,WBGene00008515,0
linc-34,WBGene00194814,0
F02C12.2,WBGene00008516,0
irld-2,WBGene00008518,0
mxl-3,WBGene00003511,0
phf-33,WBGene00010708,0
K08H2.10,WBGene00164968,0
K08H2.7,WBGene00010693,0
gpa-6,WBGene00001668,0
cwp-5,WBGene00009844,0
nlp-3,WBGene00003741,0
K03A11.5,WBGene00010522,0
frpr-2,WBGene00007346,0
C34E7.3,WBGene00007933,0
gpc-1,WBGene00001681,0
T14G8.6,WBGene00304822,0
pgp-12,WBGene00004006,0
C02B4.t1,WBGene00009527,0
W03G11.2,WBGene00012224,0
C15A7.2,WBGene00007595,0
tsp-20,WBGene00006646,0
B0198.2,WBGene00007115,0
sma-5,WBGene00004859,0
nhr-167,WBGene00008208,0
Y62H9A.13,WBGene00013401,0
xtr-1,WBGene00006965,0
D1053.3,WBGene00008368,0
D1053.4,WBGene00008369,0
twk-44,WBGene00006694,0
F52D10.4,WBGene00009931,0
abts-2,WBGene00009929,0
T21B6.3,WBGene00011880,0
F47B10.4,WBGene00009815,0
ttr-14,WBGene00011460,0
R07A4.4,WBGene00011075,0
flp-19,WBGene00001462,0
F57C7.4,WBGene00010200,0
C39B10.1,WBGene00008021,0
C39B10.3,WBGene00008023,0
R07E3.7,WBGene00011108,0
acl-5,WBGene00011106,0
F41E7.9,WBGene00009625,0
npr-6,WBGene00009619,0
gnrr-3,WBGene00013871,0
lec-8,WBGene00002271,0
F34H10.9,WBGene00219417,0
ZK899.7,WBGene00014145,0
ttr-38,WBGene00044788,0
F18G5.1,WBGene00017579,0
lgc-4,WBGene00017580,0
nlp-14,WBGene00003752,0
C13E3.1,WBGene00015740,0
C06E2.1,WBGene00015527,0
rcs-1,WBGene00016190,0
M02D8.7,WBGene00044313,0
M02D8.6,WBGene00019732,0
tnt-2,WBGene00006587,0
kreg-1,WBGene00018725,0
K01A12.4,WBGene00044578,0
drd-5,WBGene00018885,0
F55E10.2,WBGene00018882,0
F13B9.2,WBGene00017420,0
K02A6.2,WBGene00019293,0
F22F1.2,WBGene00017714,0
catp-5,WBGene00019493,0
dao-3,WBGene00000929,0
sdpn-1,WBGene00018467,0
kvs-1,WBGene00002242,0
glb-16,WBGene00018486,0
F48E3.6,WBGene00018606,0
acl-12,WBGene00015295,0
npr-8,WBGene00016984,0
T08A9.13,WBGene00044442,0
spp-2,WBGene00004987,0
C55B6.4,WBGene00016940,0
ist-1,WBGene00002163,0
B0403.3,WBGene00015167,0
B0403.5,WBGene00015169,0
C53B7.2,WBGene00016893,0
M03A8.3,WBGene00019749,0
col-172,WBGene00000745,0
nhr-137,WBGene00003727,0
C56E10.3,WBGene00016976,0
clec-266,WBGene00016088,0
dop-3,WBGene00020506,0
T14E8.4,WBGene00043981,0
C03B1.2,WBGene00015373,0
C03B1.6,WBGene00015377,0
hsp-43,WBGene00002024,0
daf-9,WBGene00000905,0
C15H9.3,WBGene00015799,0
prx-3,WBGene00004193,0
C09B8.4,WBGene00015623,0
capa-1,WBGene00021268,0
T21F4.1,WBGene00020658,0
T23F2.5,WBGene00020738,0
T23F2.4,WBGene00020737,0
kcnl-3,WBGene00015387,0
chtl-1,WBGene00018037,0
T03G11.10,WBGene00044732,0
EGAP5.1,WBGene00017150,0
C31H2.3,WBGene00016293,0
T07F12.1,WBGene00020321,0
cest-26,WBGene00017478,0
C24A8.5,WBGene00016039,0
R02E12.12,WBGene00303425,0
F47F2.1,WBGene00018569,0
nlp-1,WBGene00003739,0
cgr-1,WBGene00020847,0
T27A10.6,WBGene00020846,0
rgs-7,WBGene00004350,0
sox-4,WBGene00015716,0
ZK813.5,WBGene00022824,0
ZK813.3,WBGene00022822,0
ZK813.4,WBGene00022823,0
K09C4.7,WBGene00019552,0
sul-1,WBGene00006308,0
C15C7.4,WBGene00015790,0
Y41G9A.2,WBGene00021526,0
aakg-3,WBGene00021527,0
comt-1,WBGene00018741,0
mir-264,WBGene00003357,0
K02E10.6,WBGene00019320,0
col-164,WBGene00000737,0
Y102A11A.2,WBGene00022412,0
str-79,WBGene00006139,0
fbxc-37,WBGene00017942,0
elc-2,WBGene00001237,0
C36C9.5,WBGene00016488,0
F09E10.15,WBGene00219886,0
F09E10.5,WBGene00017295,0
D1005.4,WBGene00016998,0
F19G12.3,WBGene00017611,0
F19G12.10,WBGene00195186,0
F56C3.9,WBGene00018946,0
pfn-3,WBGene00003991,0
vpat-1,WBGene00018860,0
F55A4.3,WBGene00018855,0
ncs-1,WBGene00003563,0
ZC13.10,WBGene00044557,0
F39H12.2,WBGene00018213,0
M02A10.1,WBGene00019722,0
unc-96,WBGene00006825,0
fbxa-222,WBGene00045295,0
W06F12.3,WBGene00012307,0
W06F12.2,WBGene00012306,0
aqp-11,WBGene00000179,0
anoh-1,WBGene00010138,0
Y39E4B.11,WBGene00012720,0
enu-3.5,WBGene00012552,0
Y37D8A.26,WBGene00012561,0
Y37D8A.5,WBGene00012547,0
Y37D8A.3,WBGene00012545,0
Y75B8A.32,WBGene00013562,0
col-95,WBGene00000670,0
Y41C4A.7,WBGene00012754,0
Y41C4A.6,WBGene00012753,0
Y41C4A.22,WBGene00194866,0
Y47D3A.5,WBGene00012924,0
Y48A6C.1,WBGene00012974,0
kvs-4,WBGene00012967,0
Y39A1A.16,WBGene00012654,0
Y39A1A.27,WBGene00194731,0
C38H2.3,WBGene00008020,0
sas-7,WBGene00011562,0
T20G5.12,WBGene00011873,0
M04D8.7,WBGene00010865,0
xbx-3,WBGene00010864,0
M04D8.5,WBGene00010863,0
K03H1.18,WBGene00197404,0
acox-1.5,WBGene00008167,0
sod-4,WBGene00004933,0
cpar-1,WBGene00010036,0
nlp-48,WBGene00008002,0
npr-29,WBGene00013848,0
ptr-9,WBGene00004223,0
irld-34,WBGene00010074,0
nhl-1,WBGene00003597,0
far-2,WBGene00001386,0
glb-1,WBGene00014030,0
K02D10.3,WBGene00019303,0
pgl-2,WBGene00003993,0
F22B7.1,WBGene00017692,0
dpy-19,WBGene00001078,0
ZC21.3,WBGene00022505,0
ZK353.4,WBGene00022700,0
F10E9.12,WBGene00017361,0
F10E9.1,WBGene00017353,0
tsp-1,WBGene00006627,0
D2007.1,WBGene00017041,0
C14B9.3,WBGene00015753,0
B0280.17,WBGene00044674,0
ZK418.11,WBGene00044354,0
nhr-9,WBGene00003608,0
ZK418.2,WBGene00022732,0
ZK418.10,WBGene00044353,0
R01H2.8,WBGene00045190,0
srxa-5,WBGene00015637,0
C56G2.9,WBGene00016982,0
srg-7,WBGene00005165,0
srg-2,WBGene00005160,0
srg-1,WBGene00005159,0
hot-4,WBGene00001989,0
C23G10.11,WBGene00016017,0
C23G10.10,WBGene00016016,0
anmt-2,WBGene00018340,0
F40H6.6,WBGene00044412,0
Y37B11A.8,WBGene00255596,0
uev-2,WBGene00006731,0
F56D2.8,WBGene00018968,0
F56D2.5,WBGene00018966,0
pqn-25,WBGene00004114,0
K10D2.8,WBGene00189952,0
cah-1,WBGene00000279,0
C45G9.15,WBGene00050919,0
F26A1.4,WBGene00017803,0
C38D4.7,WBGene00008007,0
enu-3.2,WBGene00008003,0
F56F3.4,WBGene00010155,0
his-70,WBGene00001944,0
glb-11,WBGene00007981,0
F37A8.7,WBGene00219936,0
F37A8.2,WBGene00009502,0
ZK1058.9,WBGene00014207,0
C36A4.12,WBGene00164983,0
xbx-5,WBGene00011974,0
F34D10.4,WBGene00009374,0
unc-93,WBGene00006822,0
C34C12.6,WBGene00007925,0
hecw-1,WBGene00009738,0
Y53G8AM.7,WBGene00021807,0
Y53G8AM.4,WBGene00021804,0
C44B11.1,WBGene00016633,0
linc-19,WBGene00219660,0
Y55D5A.1,WBGene00021915,0
R10F2.4,WBGene00019995,0
cdh-1,WBGene00019994,0
Y54F10AM.11,WBGene00021853,0
H04J21.1,WBGene00019150,0
Y54F10BM.3,WBGene00021858,0
Y22D7AL.16,WBGene00021254,0
fbxa-36,WBGene00022479,0
flp-24,WBGene00016028,0
F30H5.5,WBGene00044288,0
gsto-3,WBGene00019636,0
W05G11.2,WBGene00021040,0
pmp-4,WBGene00004061,0
sru-15,WBGene00005678,0
C30H6.12,WBGene00044238,0
T28F3.9,WBGene00012135,0
gln-3,WBGene00001604,0
srv-15,WBGene00005726,0
Y40H7A.4,WBGene00012744,0
Y41E3.5,WBGene00014886,0
Y41E3.6,WBGene00012764,0
Y57G11B.2,WBGene00013295,0
Y57G11B.6,WBGene00013298,0
nkcc-1,WBGene00012543,0
egl-23,WBGene00001190,0
vamp-8,WBGene00007200,0
sorb-1,WBGene00012891,0
ule-4,WBGene00007458,0
C08F11.1,WBGene00007450,0
Y62E10A.23,WBGene00302964,0
srsx-25,WBGene00013375,0
cho-1,WBGene00000501,0
ced-3,WBGene00000417,0
amt-2,WBGene00000134,0
K08D8.6,WBGene00010660,0
clec-186,WBGene00014138,0
F07C6.4,WBGene00008555,0
tsp-4,WBGene00006630,0
igdb-1,WBGene00011418,0
spe-44,WBGene00007732,0
oac-59,WBGene00016585,0
sre-14,WBGene00016579,0
sre-19,WBGene00012708,0
sre-18,WBGene00012705,0
B0001.7,WBGene00007092,0
bath-37,WBGene00010669,0
K08E4.8,WBGene00045283,0
trpa-1,WBGene00007801,0
linc-151,WBGene00219602,0
lpr-2,WBGene00011726,0
lips-5,WBGene00011725,0
ZK809.8,WBGene00014088,0
Y24F12A.3,WBGene00012498,0
B0035.18,WBGene00044290,0
col-126,WBGene00000700,0
M7.12,WBGene00010887,0
F13H10.9,WBGene00045056,0
ZK593.3,WBGene00014003,0
R102.3,WBGene00011290,0
R102.1,WBGene00011288,0
K08C7.6,WBGene00010648,0
fmo-2,WBGene00001477,0
K08C7.7,WBGene00010649,0
C43F9.7,WBGene00008075,0
T07G12.2,WBGene00011593,0
ins-1,WBGene00002084,0
R10H10.7,WBGene00011225,0
R10H10.4,WBGene00011223,0
Y43C5B.3,WBGene00012786,0
rad-51,WBGene00004297,0
Y43C5A.3,WBGene00012783,0
msp-38,WBGene00003434,0
ttbk-5,WBGene00007305,0
ttr-39,WBGene00007304,0
T04B2.7,WBGene00011425,0
egl-20,WBGene00001188,0
dct-15,WBGene00012340,0
T13F2.6,WBGene00011746,0
cka-1,WBGene00000509,0
ttr-9,WBGene00007888,0
sru-4,WBGene00005667,0
sru-3,WBGene00005666,0
srxa-2,WBGene00010153,0
fbxc-58,WBGene00007506,0
F49C12.7,WBGene00009877,0
C46C2.5,WBGene00008113,0
C01F6.16,WBGene00235286,0
nhr-11,WBGene00003610,0
C09G9.5,WBGene00007495,0
T26A8.3,WBGene00020826,0
K07H8.12,WBGene00044509,0
ocr-2,WBGene00003839,0
svh-1,WBGene00006620,0
nhr-258,WBGene00016126,0
ceh-19,WBGene00000442,0
rdl-1,WBGene00016703,0
arf-1.1,WBGene00000190,0
B0496.11,WBGene00194883,0
unc-82,WBGene00006814,0
C48A7.15,WBGene00202016,0
F42C5.4,WBGene00018346,0
F42C5.3,WBGene00018345,0
nhr-105,WBGene00003695,0
C01B10.7,WBGene00015281,0
C01G5.5,WBGene00015307,0
Y73B6BL.22,WBGene00022243,0
nlp-71,WBGene00022254,0
21ur-7036,WBGene00173960,0
srv-25,WBGene00005736,0
srv-27,WBGene00005738,0
srv-32,WBGene00005743,0
sams-5,WBGene00006416,0
srv-31,WBGene00005742,0
srv-30,WBGene00005741,0
srv-29,WBGene00005740,0
srv-28,WBGene00005739,0
21ur-10538,WBGene00174531,0
M03D4.3,WBGene00019750,0
pqn-22,WBGene00004112,0
H04M03.3,WBGene00019153,0
T11F8.5,WBGene00044499,0
linc-36,WBGene00219694,0
tni-4,WBGene00006586,0
gpa-18,WBGene00020997,0
C09B9.1,WBGene00015626,0
C09B9.4,WBGene00015629,0
str-153,WBGene00006199,0
tat-2,WBGene00019166,0
tctn-1,WBGene00017120,0
R08C7.5,WBGene00019949,0
srv-4,WBGene00005715,0
F28F9.3,WBGene00017907,0
osm-3,WBGene00003884,0
vab-2,WBGene00006869,0
ugt-45,WBGene00021372,0
unc-17,WBGene00006756,0
cha-1,WBGene00000481,0
ltah-1.2,WBGene00022610,0
sre-5,WBGene00015036,0
osm-9,WBGene00003889,0
nstp-6,WBGene00015038,0
Y55H10A.2,WBGene00021953,0
F42A6.5,WBGene00018327,0
W08E12.6,WBGene00021087,0
Y67D8B.2,WBGene00022062,0
vrp-1,WBGene00021869,0
nhr-277,WBGene00022374,0
Y94H6A.10,WBGene00022382,0
mdf-2,WBGene00003161,0
cng-2,WBGene00022295,0
Y76B12C.9,WBGene00022303,0
rpi-2,WBGene00019536,0
Y41D4B.1,WBGene00021511,0
col-105,WBGene00000679,0
srx-13,WBGene00005904,0
srx-12,WBGene00005903,0
Y55F3AM.11,WBGene00021928,0
Y55F3BR.10,WBGene00044742,0
srt-23,WBGene00021947,0
kvs-5,WBGene00021948,0
Y55F3C.9,WBGene00044459,0
clec-164,WBGene00021949,0
cutl-26,WBGene00021950,0
Y55F3C.17,WBGene00235287,0
W03G1.5,WBGene00021011,0
T05C7.4,WBGene00235257,0
Y53F4B.25,WBGene00013171,0
Y53F4B.12,WBGene00013159,0
Y54E2A.8,WBGene00013193,0
arl-3,WBGene00000188,0
F19H8.2,WBGene00008963,0
dmsr-6,WBGene00013222,0
dsb-2,WBGene00194892,0
lin-7,WBGene00002996,0
rpi-1,WBGene00012332,0
W02B8.1,WBGene00012197,0
dmsr-3,WBGene00012993,0
dct-18,WBGene00010266,0
F35C5.12,WBGene00009400,0
aqp-12,WBGene00013272,0
lgc-20,WBGene00007191,0
F37H8.6,WBGene00194955,0
F37H8.2,WBGene00009511,0
glb-4,WBGene00007502,0
gst-5,WBGene00001753,0
tba-4,WBGene00006530,0
mks-5,WBGene00007490,0
nphp-1,WBGene00010898,0
